"totalquantityonhand","custitem_ns_sc_ext_ts_override","custitem_packship_itm_pack_height","prodqtyvarianceacct","purchaseunit","custitem_fc_mastercase","cseg_funding_source","custitem_ns_sc_ext_id_low_stock_msg","custitem_code_of_supply","costestimate","countryofmanufacture","isspecialorderitem","receiptquantitydiff","cseg_project","dropshipexpenseaccount","stockunit","custitem_fc_product_subcategory_scr","purchasepricevarianceacct","custitem_ns_sc_ext_id_hide_invt_msg","isfulfillable","dontshowprice","generateaccruals","storedisplayname","expenseamortizationrule","custitem_ns_sc_ext_ts_exclude","class","itemid","custitem_fc_legacyhtmid","lastpurchaseprice","nextagcategory","custitem_fefo_commit_grp_code","seasonaldemand","costestimatetype","weight","handlingcost","deferralaccount","custitem_itr_supplementary_unit_abbrev","custitem_packship_itm_pack_width","displayname","purchaseorderquantitydiff","vendreturnvarianceaccount","enforceminqtyinternally","custitem_ns_ib_show_badges","parent","custitem_fc_bin_staticfield","custitem_ef_badges","custitem_fc_qtypershippinglabel","createddate","froogleproductfeed","maxdonationamount","custitem_ns_pr_item_attributes","custitem_un_number","custitem_fefo_expiry_date_required","isonline","custitem_as_sulphur_dioxide","custitem_ns_sc_ext_ts_90_amount","unbuildvarianceaccount","custitem_fc_product_category_scr","custitem_as_soybeans","custitem_as_eggs","tracklandedcost","excludefromsitemap","wipvarianceacct","storedisplayimage","effectivebomcontrol","pricinggroup","custitem_fc_markfordeletion","custitem4","custitem6","custitem5","custitem_ns_sc_ext_ts_30_quantity","outofstockmessage","isdropshipitem","pagetitle","location","vendorname","residual","searchkeywords","purchaseorderamount","minimumquantity","receiptquantity","custitem_ns_sc_ext_ts_90_quantity","custitem_as_fish","scrapacct","custitem_as_mustard","transferprice","storedetaileddescription","custitem_ns_sc_ext_id_hide_qty_avl","usecomponentyield","custitem_commodity_code","custitem_ns_sc_ext_id_stock_message","yahooproductfeed","upccode","islotitem","custitem_fc_zen_itemiscatchweight","sitemappriority","itemtype","custitem_fc_innerpackage","shopzillaproductfeed","fullname","custitem_fc_zen_salerateperpricingunit","custitem_ns_sc_ext_id_bo_msg","custitem_fc_brand","usemarginalrates","custitemfc_usedefaultbrandscimages","shippingcost","custitem_fc_zen_sft_comm_qty","custitem_aln_6_current_counter","amortizationtemplate","custitem_ns_sc_ext_ts_30_amount","shoppingproductfeed","custitem_ns_sc_ext_id_low_stock_thresh","externalid","custitem_ns_pr_count","maximumquantity","custitem_as_peanuts","custitem_ns_sc_ext_ts_365_amount","amortizationperiod","custitem_fc_product_subsubcategory_scr","matrixoptioncustitem5","copydescription","custitem_ns_sc_ext_id_qty_avl_msg","weightunits","custitem_as_milk","averagecost","custitem_soft_comit","isdonationitem","featureddescription","nextagproductfeed","shipindividually","outofstockbehavior","createexpenseplanson","custitem_ns_ib_badges","storedisplaythumbnail","urlcomponent","saleunit","expenseaccount","custitem_fc_stateoforigin","shopzillacategoryid","weightunit","description","custitem_packship_itm_pack_length","custitem_fc_zen_baseunitweight","custitem_ns_sc_ext_ts_365_quantity","intercoexpenseaccount","subtype","purchaseorderquantity","billqtyvarianceacct","id","custitem_fc_targetmarket","custreturnvarianceaccount","showdefaultdonationamount","custitem_nature_of_transaction_codes","custitem_packship_item_packinstruction","mpn","custitem_ns_sc_ext_ts_7_quantity","custitem_fc_productattributes","storedescription","custitem_fc_zone_static","custitem_type_of_goods","quantitypricingschedule","fxcost","custitem_atlas_approved","billexchratevarianceacct","custitem_aln_1_auto_numbered","custitem_ns_pr_rating","supplyreplenishmentmethod","manufacturer","custitem_fc_zen_pack_count","custitem_fc_storagetemp","custitem_ns_pr_attributes_rating","demandmodifier","overallquantitypricingtype","stockdescription","custitem_prompt_payment_discount_item","custitem_as_molluscs","custitem_ns_sc_ext_id_hide_low_qty_msg","custitem_fc_zen_weight_unit","printitems","gainlossaccount","custitem_fc_zen_pricingunittype","preferredlocation","custitem_fc_product_stub","custitem_ns_pr_rating_by_rate","billpricevarianceacct","wipacct","matchbilltoreceipt","custitem_aln_3_initial_sequence","shippackage","prodpricevarianceacct","custitem_as_crustacean","incomeaccount","atpmethod","custitem_fc_ingredients","custitem_itr_supplementary_unit","custitem_fc_zen_jit_producers","custitem_fefo_shelf_life_grp","assetaccount","custitem_fc_sc_imageprefix","unitstype","cost","costingmethod","lastmodifieddate","custitem_as_tree_nuts","includechildren","custitem_fc_vtlocalpurchasingincentive","subsidiary","custitem_as_celery","receiptamount","custitem_as_wheat","custitem_cust_uom","relateditemsdescription","metataghtml","shoppingdotcomcategory","isinactive","custitem_ns_sc_ext_ts_7_amount","purchasedescription","intercoincomeaccount","costingmethoddisplay","custitem_as_lupin","custitem_aln_2_number_format","nopricemessage","totalvalue","custitem_as_sesame","department"
"","F","","","2","Case, 12 x 1lb. retail packages","","","","","","F","","","","2","22","","F","T","F","T","Vermont Bean Crafters / Jacobs Cattle Beans / Case, 12 x 1lb. retail packages","","F","137","VBC012","37978","","","","F","AVGCOST","13","","","","","Vermont Bean Crafters / Jacobs Cattle Beans / Case, 12 x 1lb. retail packages","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","5","F","F","T","F","","","","","F","","VBC012 Vermont Bean Crafters / Jacobs Cattle Beans / Case, 12 x 1lb. retail packages","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","1# retail pack","F","VBC012","","","10","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Vermont-Bean-Crafters-Jacobs-Cattle-Beans-Case-12-x-1lb.-retail-packages","2","213","6","","1","Vermont Bean Crafters / Jacobs Cattle Beans / Case, 12 x 1lb. retail packages","","","","","","","","1137","1","","F","","","","","","","","","","50.25","F","","F","","REORDER_POINT","Vermont Bean Crafters","12","1","","","","","","F","F","","F","420","","1","Jacobs Cattle Beans","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","50.25","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Jacobs Cattle Beans / Case, 12 x 1lb. retail packages","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 1lb. retail packages","","","","","","F","","","","2","22","","F","T","F","T","Vermont Bean Crafters / Pinto Beans, CV / Case, 12 x 1lb. retail packages","","F","137","VBC014","37977","","","","F","AVGCOST","13","","","","","Vermont Bean Crafters / Pinto Beans, CV / Case, 12 x 1lb. retail packages","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","5","F","F","T","F","","","","","F","","VBC014 Vermont Bean Crafters / Pinto Beans, CV / Case, 12 x 1lb. retail packages","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","1# retail pack","F","VBC014","","","10","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Vermont-Bean-Crafters-Pinto-Beans-CV-Case-12-x-1lb.-retail-packages","2","213","6","","1","Vermont Bean Crafters / Pinto Beans, CV / Case, 12 x 1lb. retail packages","","","","","","","","1139","1","","F","","","","","","","","","","24","F","","F","","REORDER_POINT","Vermont Bean Crafters","12","1","","","","","","F","F","","F","420","","1","Pinto Beans, CV","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","24","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Pinto Beans, CV / Case, 12 x 1lb. retail packages","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 6oz jars","","","","","","F","","","","2","50","","F","T","F","T","Blank Slate Kitchen / Zhug / Case, 12 x 6oz jars","","F","182","BLN002","41456","","","","F","AVGCOST","9.75","","","","","Blank Slate Kitchen / Zhug / Case, 12 x 6oz jars","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","11","F","F","T","F","","","","","F","","BLN002 Blank Slate Kitchen / Zhug / Case, 12 x 6oz jars","","","","F","","","","","","","","","","F","","F","","Zhug is a bright, herby, spicy and versatile condiment originally from Yemen and popular throughout the Middle East. A blend of chopped jalapenos, cilantro, parsley, garlic, lemon juice and olive oil, and seasoned with salt, black pepper, cumin and cardamom, if you're not familiar with it yet, you could think of it as a Middle Eastern chimichurri. This general purpose condiment has a bold, spicy flavor that is both hot and tangy, aromatic and herbaceous and brings a savory, rich punch to anything you put it on.

You can use your Zhug as a condiment on almost anything. It is particularly well-suited for Middle Eastern foods such as shawarma, falafel, hummus, and grilled lamb. It is also great on any savory Western dishes as well, such as fish, chicken, beef, as a dip by itself or mixed with yogurt or mayo, as a sandwich spread, or as a marinade.","F","","","","F","8.63302E+11","T","F","","InvtPart","6oz jar","F","BLN002","","","42","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Blank-Slate-Kitchen-Zhug-Case-12-x-6oz-jars","2","213","6","","1","Blank Slate Kitchen / Zhug / Case, 12 x 6oz jars","","","","","","","","1421","1","","F","","","","","","","5","","","58.2","F","","F","","REORDER_POINT","Blank Slate Kitchen","12","1","","","","","","F","F","","F","420","","1","Zhug","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","jalapeno, cilantro, parsley, lemon juice, garlic, olive oil, salt, black pepper, cumin, cardamon","","","","1032","","2","58.2","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Zhug / Case, 12 x 6oz jars","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 12oz retail packs","","","","","","F","","","","2","104","","F","T","F","T","Boyden Beef / Ribeye / Delmonico Steak / Case, 6 x 1# retail packs","","F","121","BOY013","41361","","","","F","AVGCOST","6","","","","","Boyden Beef / Ribeye / Delmonico Steak / Case. 6 x 12oz retail cryo","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","","BOY013 Boyden Beef / Ribeye / Delmonico Steak / Case. 6 x 12oz retail cryo","","","","F","","","","","","","","","","F","","F","","Grass-Fed, Grain Finished non-GMO, VT raised Beef, Antibiotic and Hormone Free

At Boyden Farm we focus on family farming, the way it used to be and should be. Our family farm and local butcher shop produce high quality flavorful beef our customers deserve. Our locally sourced cattle receive a healthy grass fed diet finished with old fashioned non-GMO feeds, creating delectable beef that is better than grass fed alone. Our 5th generation Vermont farm produces the highest quality of beef through our roots of family farming!","F","","","","F","","T","F","","InvtPart","12oz retail pack","F","BOY013","","","102","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Boyden-Beef-Ribeye-Delmonico-Steak-Case-6-x-1-retail-packs","2","213","6","","1","Boyden Beef / Ribeye / Delmonico Steak / Case. 6 x 12oz retail cryo","","","","","","","","1423","1","","F","","","","","101","","","","","89.78","F","","F","","REORDER_POINT","Boyden Farm","6","4","","","","","","F","F","","F","420","","1","Ribeye / Delmonico Steak","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","89.78","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Ribeye / Delmonico Steak / Case, 6 x 1# retail packs","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 0.5oz slider tins","","","","","","F","","","","2","62","","F","T","F","T","Free Verse Farm / Lip Love, Lavender Lemon / Case, 12 x 0.5oz slider tins","","F","159","FVF024","41357","","","","F","AVGCOST","","","","","","Free Verse Farm / Lip Love, Lavender Lemon / Case, 12 x 0.5oz slider tins","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","15","F","F","T","F","","","","","F","","FVF024 Free Verse Farm / Lip Love, Lavender Lemon / Case, 12 x 0.5oz slider tins","","","","F","","","","","","","","","","F","","F","","Enjoy this herb-infused lip balm in a sleek slider tin. Thin enough to fit into even the smallest
pocket, and infused with healing and soothing herbs, this lip balm is your best bet for healthy,
moisturized lips. Scented with peppermint, this luscious treatment soothes chapped lips with an
herbal twist.","F","","","","F","","T","F","","InvtPart","0.5oz slider tin","F","FVF024","","","33","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Free-Verse-Farm-Lip-Love-Lavender-Lemon-Case-12-x-0.5oz-slider-tins","2","213","6","","","Free Verse Farm / Lip Love, Lavender Lemon / Case, 12 x 0.5oz slider tins","","","","","","","","1424","1","","F","","","","","","","5","","","40.2","F","","F","","REORDER_POINT","Free Verse Farm","12","1","","","","","","F","F","","F","420","","1","Lip Love, Lavender Lemon","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Calendula, Chamomile, Comfrey, St. John's Wort, Sunflower and/or Olive Oil, Vitamin E, Lavender Essential Oil, Lemongrass Essential Oil, Rosemary Extract.","","","","1032","","2","40.2","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Lip Love, Lavender Lemon / Case, 12 x 0.5oz slider tins","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 0.5oz slider tins","","","","","","F","","","","2","62","","F","T","F","T","Free Verse Farm / Lip Love, Sweet Citrus / Case, 12 x 0.5oz slider tins","","F","159","FVF026","41356","","","","F","AVGCOST","","","","","","Free Verse Farm / Lip Love, Sweet Citrus / Case, 12 x 0.5oz slider tins","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","15","F","F","T","F","","","","","F","","FVF026 Free Verse Farm / Lip Love, Sweet Citrus / Case, 12 x 0.5oz slider tins","","","","F","","","","","","","","","","F","","F","","Enjoy this herb-infused lip balm in a sleek slider tin. Thin enough to fit into even the smallest
pocket, and infused with healing and soothing herbs, this lip balm is your best bet for healthy,
moisturized lips. Scented with peppermint, this luscious treatment soothes chapped lips with an
herbal twist.","F","","","","F","","T","F","","InvtPart","0.5oz slider tin","F","FVF026","","","33","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Free-Verse-Farm-Lip-Love-Sweet-Citrus-Case-12-x-0.5oz-slider-tins","2","213","6","","","Free Verse Farm / Lip Love, Sweet Citrus / Case, 12 x 0.5oz slider tins","","","","","","","","1426","1","","F","","","","","","","5","","","40.2","F","","F","","REORDER_POINT","Free Verse Farm","12","1","","","","","","F","F","","F","420","","1","Lip Love, Sweet Citrus","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","Calendula, Chamomile, Comfrey, St. John's Wort, Sunflower and/or Olive Oil, Vitamin E, Sweet Orange Essential Oil, Rosemary Extract.","","","","1032","","2","40.2","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Lip Love, Sweet Citrus / Case, 12 x 0.5oz slider tins","","Average","F","","","","F",""
"","F","","","2","Case, 6 retail jars","","","","","","F","","","","2","51","","F","T","F","T","Free Verse Farm / Tarragon / Case, 6 retail jars","","F","189","FVF028","41300","","","","F","AVGCOST","","","","","","Free Verse Farm / Tarragon / Case, 6 retail jars","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","11","F","F","T","F","","","","","F","","FVF028 Free Verse Farm / Tarragon / Case, 6 retail jars","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","6 retail jar","F","FVF028","","","33","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Free-Verse-Farm-Tarragon-Case-6-retail-jars","2","213","6","","","Free Verse Farm / Tarragon / Case, 6 retail jars","","","","","","","","1428","1","","F","","","","","","","5","","","25.98","F","","F","","REORDER_POINT","Free Verse Farm","6","1","","","","","","F","F","","F","420","","1","Tarragon","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","25.98","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Tarragon / Case, 6 retail jars","","Average","F","","","","F",""
"","F","","","2","Case, 9 x 24oz retail tub","","","","","","F","","","","2","34","","F","T","F","T","Joe's Kitchen at Screamin' Ridge Farm / Minestrone / Case, 9 x 24oz retail tub","","F","150","JOE019","38457","","","","F","AVGCOST","14.5","","","","","Joe's Kitchen at Screamin' Ridge Farm / Minestrone / Case, 9 x 24oz retail tub","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","JOE019 Joe's Kitchen at Screamin' Ridge Farm / Minestrone / Case, 9 x 24oz retail tub","","","","F","","","","","","","","","","F","","F","","Loaded with vegetables & organic cannelini beans. A familiar favorite, but better. 24 oz. 

Gluten-Free, Vegan

Flavorful Food Prepared With Integrity From Local Products
 
 Super-fresh ingredients from nearby farms give our products flavor. there's no need to add sugar or a bunch of salt, so they're really healthy and they taste fantastic.
 
 Eat great food and by doing so, become an active participant in the movement to preserve Vermont's working landscape. 
 
 Join us in supporting small farms, local food producers, and the localvore movemen","F","","","","F","","T","F","","InvtPart","24oz retail tub","F","JOE019","","","29","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Joes-Kitchen-at-Screamin-Ridge-Farm-Minestrone-Case-9-x-24oz-retail-tub","2","213","6","","1","Joe's Kitchen at Screamin' Ridge Farm / Minestrone / Case, 9 x 24oz retail tub","","","","","","","","1430","1","","F","","","","","6, 10","","10","","","58","F","","F","","REORDER_POINT","Joe's Kitchen at Screamin' Ridge Farm","9","4","","","","","","F","F","","F","420","","1","Minestrone","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","58","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Minestrone / Case, 9 x 24oz retail tub","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 6pc retail box","","","","","","F","","","","2","56","","F","T","F","T","Sweet On Vermont / Maple Caramels / Case, 12 x 6pc retail box","","F","125","SOV013","41437","","","","F","AVGCOST","2","","","","","Sweet On Vermont / Maple Caramels / Case, 12 x 6pc retail box","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","13","F","F","T","F","","","","","F","","SOV013 Sweet On Vermont / Maple Caramels / Case, 12 x 6pc retail box","","","","F","","","","","","","","","","F","","F","","Our maple caramels are made in small batches and stirred by hand to achieve the perfect texture. Fresh cream and pure Vermont maple syrup go into each batch. Once cooled, they are hand-cut and hand-dipped in silky, all-natural dark or milk chocolate.","F","","","","F","","T","F","","InvtPart","6pc retail box","F","SOV013","","","49","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sweet-On-Vermont-Maple-Caramels-Case-12-x-6pc-retail-box","2","213","6","","1","Sweet On Vermont / Maple Caramels / Case, 12 x 6pc retail box","","","","","","","","1433","1","","F","","","","","","","5","","","96","F","","F","","REORDER_POINT","Sweet On Vermont","12","1","","","","","","F","F","","F","420","","1","Maple Caramels","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","96","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Maple Caramels / Case, 12 x 6pc retail box","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 4pc retail box","","","","","","F","","","","2","56","","F","T","F","T","Sweet On Vermont / Moo Chews / Case, 12 x 4pc retail box","","F","125","SOV015","41435","","","","F","AVGCOST","2","","","","","Sweet On Vermont / Moo Chews / Case, 12 x 4pc retail box","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","13","F","F","T","F","","","","","F","","SOV015 Sweet On Vermont / Moo Chews / Case, 12 x 4pc retail box","","","","F","","","","","","","","","","F","","F","","We slowly pour our delicious hand-stirred maple caramel over freshly roasted cashews and then fully enrobe each piece in dark or milk chocolate. Who could ask for anything more?","F","","","","F","","T","F","","InvtPart","4pc retail box","F","SOV015","","","49","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sweet-On-Vermont-Moo-Chews-Case-12-x-4pc-retail-box","2","213","6","","1","Sweet On Vermont / Moo Chews / Case, 12 x 4pc retail box","","","","","","","","1434","1","","F","","","","","","","5","","","108","F","","F","","REORDER_POINT","Sweet On Vermont","12","1","","","","","","F","F","","F","420","","1","Moo Chews","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","108","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Moo Chews / Case, 12 x 4pc retail box","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 4pc retail box","","","","","","F","","","","2","56","","F","T","F","T","Sweet On Vermont / Peanut Butter Pigouts / Case, 12 x 4pc retail box","","F","125","SOV017","41434","","","","F","AVGCOST","2","","","","","Sweet On Vermont / Peanut Butter Pigouts / Case, 12 x 4pc retail box","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","13","F","F","T","F","","","","","F","","SOV017 Sweet On Vermont / Peanut Butter Pigouts / Case, 12 x 4pc retail box","","","","F","","","","","","","","","","F","","F","","Peanut Butter Pigouts were our very first creation and remain a favorite among our customers and one of our favorites with a hot cup of coffee or tea. They make a great gift any time, and peanut butter devotees love them. We blend the best crunchy peanut butter with our secret ingredients and hand-dip each piece in dark or milk chocolate to produce a treat unlike any other. Try one; you'll be hooked.","F","","","","F","","T","F","","InvtPart","4pc retail box","F","SOV017","","","49","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sweet-On-Vermont-Peanut-Butter-Pigouts-Case-12-x-4pc-retail-box","2","213","6","","1","Sweet On Vermont / Peanut Butter Pigouts / Case, 12 x 4pc retail box","","","","","","","","1436","1","","F","","","","","","","5","","","64.8","F","","F","","REORDER_POINT","Sweet On Vermont","12","1","","","","","","F","F","","F","420","","1","Peanut Butter Pigouts","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","64.8","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Peanut Butter Pigouts / Case, 12 x 4pc retail box","","Average","F","","","","F",""
"","F","","","","Gallon, glass","","","","","","F","","","","","49","","F","T","F","F","Side Hill Cider Mill / Balsamic-Style Apple Cider Vinegar, OG / Gallon, glass","","F","166","SHC006_SP","36818","0","","","F","MEMBERDEFINED","0","","","","","Side Hill Cider Mill / Balsamic-Style Apple Cider Vinegar, OG / Gallon, glass","","","T","F","","","","1","3/08/2023","F","","","","","T","","","","11","","","","F","","","","","F","","SHC006_SP Side Hill Cider Mill / Balsamic-Style Apple Cider Vinegar, OG / Gallon, glass","","","","F","","","","","","","","","","","","","","","F","","","","F","","F","","","Kit","Gallon, glass","F","SHC006_SP","","","21","F","","","","","","","F","","","","","","","","","","F","","","","0","F","F","","F","F","DEFAULT","","","","Side-Hill-Cider-Mill-Balsamic-Style-Apple-Cider-Vinegar-OG-Gallon-glass","","","6","","1","","","","","","","","","2922","2","","F","","","","","","","","","","","","","","","","Side Hill Cider Mill","1","","","","","","","","F","","F","","","","Balsamic-Style Apple Cider Vinegar, OG","","","","F","","","","","319","","","","","","","","","","","3/10/2023","","F","F","1","","","","","","","","F","","","","","","","","","",""
"","F","","","","Case, 12 x 1.5# retail packs","","","","","","F","","","","","25","","F","T","F","F","Hurricane Flats / Ruby Red Popcorn, OG / Case, 12 x 1.5# retail packs","","F","174","HFL006_SP","34068","0","","","F","MEMBERDEFINED","0","","","","","Hurricane Flats / Ruby Red Popcorn, OG / Case, 12 x 1.5# retail packs","","","T","F","","","","1","3/08/2023","F","","","","","T","","","","5","","","","F","","","","","F","","HFL006_SP Hurricane Flats / Ruby Red Popcorn, OG / Case, 12 x 1.5# retail packs","","","","F","","","","","","","","","","","","","","","F","","","","F","","F","","","Kit","1.5# retail pack","F","HFL006_SP","","","63","F","","","","","","","F","","","","","","","","","","F","","","","0","F","F","","F","F","DEFAULT","","","","Hurricane-Flats-Ruby-Red-Popcorn-OG-Case-12-x-1.5-retail-packs","","","6","","1","","","","","","","","","2924","1","","F","","","","","2","","","","","","","","","","","Hurricane Flats","12","","","","","","","","F","","F","","","","Ruby Red Popcorn, OG","","","","F","","","","","319","","","","","","","","","","","3/10/2023","","F","F","1","","","","","","","","F","","","","","","","","","",""
"","F","","","2","Case, 6 x 4.5oz bag","","","","","","F","","","","2","57","","F","T","F","T","Jack's Crackers / Crackers, Fire (spicy) / Case, 6 x 4.5oz bag","","F","133","JAC008","34844","","","","F","AVGCOST","1","","","","","Jack's Crackers / Crackers, Fire (spicy) / Case, 6 x 4.5oz bag","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","13","F","F","F","F","","","","","F","","JAC008 Jack's Crackers / Crackers, Fire (spicy) / Case, 6 x 4.5oz bag","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","4.5oz bag","F","JAC008","","","50","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Jacks-Crackers-Crackers-Fire-spicy-Case-6-x-4.5oz-bag","2","213","3","","1","Jack's Crackers / Crackers, Fire (spicy) / Case, 6 x 4.5oz bag","","","","","","","","2140","1","","F","","","","","","","5","","","18.9","F","","F","","REORDER_POINT","Jack's Crackers","5","1","","","","","","F","F","","F","420","","1","Crackers, Fire (spicy)","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","18.9","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Jack's Crackers / Crackers, Fire (spicy) / Case, 6 x 4.5oz bag","","Average","F","","","","F",""
"","F","","","2","Bulk, 2-gallon pail","","","","","","F","","","","2","45","","F","T","F","T","Kitchen Garden Farm / Giardiniera, Bulk, OG / Bulk, 2-gallon pail","","F","131","KGF045","38507","","","","F","AVGCOST","0","","","","","Kitchen Garden Farm / Giardiniera, Bulk, OG / Bulk, 2-gallon pail","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","11","F","F","F","F","","","","","F","","KGF045 Kitchen Garden Farm / Giardiniera, Bulk, OG / Bulk, 2-gallon pail","","","","F","","","","","","","","","","F","","F","",".","F","","","","F","","T","F","","InvtPart","2-gallon pail","F","KGF045","","","85","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Kitchen-Garden-Farm-Giardiniera-Bulk-OG-Bulk-2-gallon-pail","2","213","2","","1","Kitchen Garden Farm / Giardiniera, Bulk, OG / Bulk, 2-gallon pail","","","","","","","","2141","2","","F","","","","","2","","","","","72","F","","F","","REORDER_POINT","Kitchen Garden Farm","1","1","","","","","","F","F","","F","420","","1","Giardiniera, Bulk, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD",".","","65","","1032","","2","72","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Kitchen Garden Farm / Giardiniera, Bulk, OG / Bulk, 2-gallon pail","","Average","F","","","","F",""
