"totalquantityonhand","custitem_ns_sc_ext_ts_override","custitem_packship_itm_pack_height","prodqtyvarianceacct","purchaseunit","custitem_fc_mastercase","cseg_funding_source","custitem_ns_sc_ext_id_low_stock_msg","custitem_code_of_supply","costestimate","countryofmanufacture","isspecialorderitem","receiptquantitydiff","cseg_project","dropshipexpenseaccount","stockunit","custitem_fc_product_subcategory_scr","purchasepricevarianceacct","custitem_ns_sc_ext_id_hide_invt_msg","isfulfillable","dontshowprice","generateaccruals","storedisplayname","expenseamortizationrule","custitem_ns_sc_ext_ts_exclude","class","itemid","custitem_fc_legacyhtmid","lastpurchaseprice","nextagcategory","custitem_fefo_commit_grp_code","seasonaldemand","costestimatetype","weight","handlingcost","deferralaccount","custitem_itr_supplementary_unit_abbrev","custitem_packship_itm_pack_width","displayname","purchaseorderquantitydiff","vendreturnvarianceaccount","enforceminqtyinternally","custitem_ns_ib_show_badges","parent","custitem_fc_bin_staticfield","custitem_ef_badges","custitem_fc_qtypershippinglabel","createddate","froogleproductfeed","maxdonationamount","custitem_ns_pr_item_attributes","custitem_un_number","custitem_fefo_expiry_date_required","isonline","custitem_as_sulphur_dioxide","custitem_ns_sc_ext_ts_90_amount","unbuildvarianceaccount","custitem_fc_product_category_scr","custitem_as_soybeans","custitem_as_eggs","tracklandedcost","excludefromsitemap","wipvarianceacct","storedisplayimage","effectivebomcontrol","pricinggroup","custitem_fc_markfordeletion","custitem4","custitem6","custitem5","custitem_ns_sc_ext_ts_30_quantity","outofstockmessage","isdropshipitem","pagetitle","location","vendorname","residual","searchkeywords","purchaseorderamount","minimumquantity","receiptquantity","custitem_ns_sc_ext_ts_90_quantity","custitem_as_fish","scrapacct","custitem_as_mustard","transferprice","storedetaileddescription","custitem_ns_sc_ext_id_hide_qty_avl","usecomponentyield","custitem_commodity_code","custitem_ns_sc_ext_id_stock_message","yahooproductfeed","upccode","islotitem","custitem_fc_zen_itemiscatchweight","sitemappriority","itemtype","custitem_fc_innerpackage","shopzillaproductfeed","fullname","custitem_fc_zen_salerateperpricingunit","custitem_ns_sc_ext_id_bo_msg","custitem_fc_brand","usemarginalrates","custitemfc_usedefaultbrandscimages","shippingcost","custitem_fc_zen_sft_comm_qty","custitem_aln_6_current_counter","amortizationtemplate","custitem_ns_sc_ext_ts_30_amount","shoppingproductfeed","custitem_ns_sc_ext_id_low_stock_thresh","externalid","custitem_ns_pr_count","maximumquantity","custitem_as_peanuts","custitem_ns_sc_ext_ts_365_amount","amortizationperiod","custitem_fc_product_subsubcategory_scr","matrixoptioncustitem5","copydescription","custitem_ns_sc_ext_id_qty_avl_msg","weightunits","custitem_as_milk","averagecost","custitem_soft_comit","isdonationitem","featureddescription","nextagproductfeed","shipindividually","outofstockbehavior","createexpenseplanson","custitem_ns_ib_badges","storedisplaythumbnail","urlcomponent","saleunit","expenseaccount","custitem_fc_stateoforigin","shopzillacategoryid","weightunit","description","custitem_packship_itm_pack_length","custitem_fc_zen_baseunitweight","custitem_ns_sc_ext_ts_365_quantity","intercoexpenseaccount","subtype","purchaseorderquantity","billqtyvarianceacct","id","custitem_fc_targetmarket","custreturnvarianceaccount","showdefaultdonationamount","custitem_nature_of_transaction_codes","custitem_packship_item_packinstruction","mpn","custitem_ns_sc_ext_ts_7_quantity","custitem_fc_productattributes","storedescription","custitem_fc_zone_static","custitem_type_of_goods","quantitypricingschedule","fxcost","custitem_atlas_approved","billexchratevarianceacct","custitem_aln_1_auto_numbered","custitem_ns_pr_rating","supplyreplenishmentmethod","manufacturer","custitem_fc_zen_pack_count","custitem_fc_storagetemp","custitem_ns_pr_attributes_rating","demandmodifier","overallquantitypricingtype","stockdescription","custitem_prompt_payment_discount_item","custitem_as_molluscs","custitem_ns_sc_ext_id_hide_low_qty_msg","custitem_fc_zen_weight_unit","printitems","gainlossaccount","custitem_fc_zen_pricingunittype","preferredlocation","custitem_fc_product_stub","custitem_ns_pr_rating_by_rate","billpricevarianceacct","wipacct","matchbilltoreceipt","custitem_aln_3_initial_sequence","shippackage","prodpricevarianceacct","custitem_as_crustacean","incomeaccount","atpmethod","custitem_fc_ingredients","custitem_itr_supplementary_unit","custitem_fc_zen_jit_producers","custitem_fefo_shelf_life_grp","assetaccount","custitem_fc_sc_imageprefix","unitstype","cost","costingmethod","lastmodifieddate","custitem_as_tree_nuts","includechildren","custitem_fc_vtlocalpurchasingincentive","subsidiary","custitem_as_celery","receiptamount","custitem_as_wheat","custitem_cust_uom","relateditemsdescription","metataghtml","shoppingdotcomcategory","isinactive","custitem_ns_sc_ext_ts_7_amount","purchasedescription","intercoincomeaccount","costingmethoddisplay","custitem_as_lupin","custitem_aln_2_number_format","nopricemessage","totalvalue","custitem_as_sesame","department"
"","F","","","2","Case, 12 x 3/4oz pouches","","","","","","F","","","","2","48","","F","T","F","T","Wellness Croft / Blueberries, Freeze Dried, Eco-Certified / Case, 12 x 3/4oz pouches","","F","164","WCR003","39530","","","","F","AVGCOST","","","","","","Wellness Croft / Blueberries, Freeze Dried, Eco-Certified / Case, 12 x 3/4oz pouches","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","11","F","F","T","F","","","","","F","","WCR003 Wellness Croft / Blueberries, Freeze Dried, Eco-Certified / Case, 12 x 3/4oz pouches","","","","F","","","Blueberries, Freeze Dried, Eco-Certified, 3/4 oz pouches","","","","","","","F","","F","","Delicious and nutritious! Freeze dried blueberries. Equivalent of ~11 ounces of fresh blueberries. We source our Blueberries directly from Kosinski Farms in Westfield, MA.  We provide top-of-the-line freeze-dried berries, grapes, and other plant-based health food products that are sure to be just what you've been searching for. Our products are uniquely chosen with your safety and health in mind. Wellness Croft, Inc. is veteran owned and makes it a point to focus on high-quality sources and allergen-friendly processing.","F","","","","F","","T","F","","InvtPart","3/4oz pouch","F","WCR003","","","65","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Wellness-Croft-Blueberries-Freeze-Dried-Eco-Certified-3-4-oz-pouches-Case-12-x-3-4oz-pouches","2","213","2","","","Wellness Croft / Blueberries, Freeze Dried, Eco-Certified / Case, 12 x 3/4oz pouches","","","","","","","","1187","1","","F","","","","","5","","5","","","43.8","F","","F","","REORDER_POINT","Wellness Croft","12","1","","","","","","F","F","","F","420","","1","Blueberries, Freeze Dried, Eco-Certified","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","43.8","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Blueberries, Freeze Dried, Eco-Certified / Case, 12 x 3/4oz pouches","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 4oz cups","","","","","","F","","","","2","31","","F","T","F","T","Sisters of Anarchy Ice Cream / Chocolate Anarchy / Case, 12 x 4oz cups","","F","236","SOA001","41421","","","","F","AVGCOST","","","","","","Sisters of Anarchy Ice Cream / Chocolate Anarchy / Case, 12 x 4oz cups","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","SOA001 Sisters of Anarchy Ice Cream / Chocolate Anarchy / Case, 12 x 4oz cups","","","","F","","","","","","","","","","F","","F","","A really, really, really rich, dark, chocolate ice cream. Makes chocolate lovers swoon. The darkest chocolate ice cream.

Unlike most ice cream companies, we don't throw around Ëœfarm-to-cone" just because it's a catchy phrase. Our ice cream is, truly, farm-to-cone, made on-site at Fisher Brothers Farm in Vermont, almost entirely with flavor elements grown on the farm by the ice cream makers.","F","","","","F","8.50E+11","T","F","","InvtPart","4oz cup","F","SOA001","","","107","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sisters-of-Anarchy-Ice-Cream-Chocolate-Anarchy-Case-12-x-4oz-cups","2","213","6","","","Sisters of Anarchy Ice Cream / Chocolate Anarchy / Case, 12 x 4oz cups","","","","","","","","1625","1","","F","","","","","","","10","","","26.4","F","","F","","REORDER_POINT","Sisters of Anarchy Ice Cream","12","5","","","","","","F","F","","F","420","","1","Chocolate Anarchy","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","26.4","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chocolate Anarchy / Case, 12 x 4oz cups","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 4oz cups","","","","","","F","","","","2","31","","F","T","F","T","Sisters of Anarchy Ice Cream / Crystal Blue Persuasion / Case, 12 x 4oz cups","","F","236","SOA003","41423","","","","F","AVGCOST","","","","","","Sisters of Anarchy Ice Cream / Crystal Blue Persuasion / Case, 12 x 4oz cups","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","SOA003 Sisters of Anarchy Ice Cream / Crystal Blue Persuasion / Case, 12 x 4oz cups","","","","F","","","","","","","","","","F","","F","","The Mother of All Anarchy's favorite color and one of the great peace & love rock songs, made from our purple/blue blueberries and a light vanilla base.

Unlike most ice cream companies, we don't throw around Ëœfarm-to-cone" just because it's a catchy phrase. Our ice cream is, truly, farm-to-cone, made on-site at Fisher Brothers Farm in Vermont, almost entirely with flavor elements grown on the farm by the ice cream makers.","F","","","","F","8.50E+11","T","F","","InvtPart","4oz cup","F","SOA003","","","107","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sisters-of-Anarchy-Ice-Cream-Crystal-Blue-Persuasion-Case-12-x-4oz-cups","2","213","6","","","Sisters of Anarchy Ice Cream / Crystal Blue Persuasion / Case, 12 x 4oz cups","","","","","","","","1627","1","","F","","","","","","","10","","","26.4","F","","F","","REORDER_POINT","Sisters of Anarchy Ice Cream","12","5","","","","","","F","F","","F","420","","1","Crystal Blue Persuasion","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","26.4","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Crystal Blue Persuasion / Case, 12 x 4oz cups","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Sisters of Anarchy Ice Cream / I Want Candy With Chocolate / Case, 8 pints","","F","236","SOA005","41415","","","","F","AVGCOST","","","","","","Sisters of Anarchy Ice Cream / I Want Candy With Chocolate / Case, 8 pints","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","SOA005 Sisters of Anarchy Ice Cream / I Want Candy With Chocolate / Case, 8 pints","","","","F","","","","","","","","","","F","","F","","Peppermint ice cream made with our own peppermint plants, with semi-soft chocolate chunks blended in.

Unlike most ice cream companies, we don't throw around Ëœfarm-to-cone" just because it's a catchy phrase. Our ice cream is, truly, farm-to-cone, made on-site at Fisher Brothers Farm in Vermont, almost entirely with flavor elements grown on the farm by the ice cream makers.","F","","","","F","8.50E+11","T","F","","InvtPart","Pint","F","SOA005","","","107","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sisters-of-Anarchy-Ice-Cream-I-Want-Candy-With-Chocolate-Case-8-pints","2","213","6","","","Sisters of Anarchy Ice Cream / I Want Candy With Chocolate / Case, 8 pints","","","","","","","","1629","1","","F","","","","","","","10","","","48.8","F","","F","","REORDER_POINT","Sisters of Anarchy Ice Cream","8","5","","","","","","F","F","","F","420","","1","I Want Candy With Chocolate","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","48.8","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","I Want Candy With Chocolate / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 12 x 4oz cups","","","","","","F","","","","2","31","","F","T","F","T","Sisters of Anarchy Ice Cream / Plaine Jane / Case, 12 x 4oz cups","","F","236","SOA007","41422","","","","F","AVGCOST","","","","","","Sisters of Anarchy Ice Cream / Plaine Jane / Case, 12 x 4oz cups","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","SOA007 Sisters of Anarchy Ice Cream / Plaine Jane / Case, 12 x 4oz cups","","","","F","","","","","","","","","","F","","F","","Vanilla ice cream.

Unlike most ice cream companies, we don't throw around Ëœfarm-to-cone" just because it's a catchy phrase. Our ice cream is, truly, farm-to-cone, made on-site at Fisher Brothers Farm in Vermont, almost entirely with flavor elements grown on the farm by the ice cream makers.","F","","","","F","8.50E+11","T","F","","InvtPart","4oz cup","F","SOA007","","","107","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sisters-of-Anarchy-Ice-Cream-Plaine-Jane-Case-12-x-4oz-cups","2","213","6","","","Sisters of Anarchy Ice Cream / Plaine Jane / Case, 12 x 4oz cups","","","","","","","","1631","1","","F","","","","","","","10","","","26.4","F","","F","","REORDER_POINT","Sisters of Anarchy Ice Cream","12","5","","","","","","F","F","","F","420","","1","Plaine Jane","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","26.4","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Plaine Jane / Case, 12 x 4oz cups","","Average","F","","","","F",""
"","F","","","2","Case, 8 pints","","","","","","F","","","","2","31","","F","T","F","T","Sisters of Anarchy Ice Cream / Snap / Case, 8 pints","","F","236","SOA011","41417","","","","F","AVGCOST","","","","","","Sisters of Anarchy Ice Cream / Snap / Case, 8 pints","","","T","F","","","","","2/23/2023","F","","","","F","T","F","","","7","F","F","T","F","","","","","F","","SOA011 Sisters of Anarchy Ice Cream / Snap / Case, 8 pints","","","","F","","","","","","","","","","F","","F","","Homemade, half-baked ginger/chocolate/molasses cookies blended in a light vanilla base.

Unlike most ice cream companies, we don't throw around Ëœfarm-to-cone" just because it's a catchy phrase. Our ice cream is, truly, farm-to-cone, made on-site at Fisher Brothers Farm in Vermont, almost entirely with flavor elements grown on the farm by the ice cream makers.","F","","","","F","8.50E+11","T","F","","InvtPart","Pint","F","SOA011","","","107","F","T","","","","","","F","","","","","F","","","16","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Sisters-of-Anarchy-Ice-Cream-Snap-Case-8-pints","2","213","6","","","Sisters of Anarchy Ice Cream / Snap / Case, 8 pints","","","","","","","","1635","1","","F","","","","","","","10","","","48.8","F","","F","","REORDER_POINT","Sisters of Anarchy Ice Cream","8","5","","","","","","F","F","","F","420","","1","Snap","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","48.8","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Snap / Case, 8 pints","","Average","F","","","","F",""
"","F","","","2","Case, 6 pints","","","","","","F","","","","2","109","","F","T","F","T","Butterworks Farm / Kefir, Plain, OG / Case, 6 pints","","F","329","BUT006","39017","","","","F","AVGCOST","","","","","","Butterworks Farm / Kefir, Plain, OG / Case, 6 pints","","","T","F","","","","1","2/28/2023","F","","","","F","T","F","","","3","F","F","F","F","","","","","F","","BUT006 Butterworks Farm / Kefir, Plain, OG / Case, 6 pints","","","","F","","","","","","","","","","F","","F","","","F","","","","F","","T","F","","InvtPart","Pint","F","BUT006","","","109","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","T","F","","F","F","DEFAULT","","","","Butterworks-Farm-Kefir-Plain-OG-Case-6-pints","2","213","6","","","Butterworks Farm / Kefir, Plain, OG / Case, 6 pints","","","","","","","","2427","1","","F","","","","","2, 102","","","","","17.5","F","","F","","REORDER_POINT","Green Mountain Farm Direct","6","2","","","","","","F","F","","F","420","","1","Kefir, Plain, OG","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","1224","","1032","","2","17.5","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Butterworks Farm / Kefir, Plain, OG / Case, 6 pints","","Average","F","","","","F",""
"","F","","","1","4# wheel","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 4 lb wheel / 4# wheel","","F","242","CVC014","30433","","","","F","AVGCOST","4","","","","","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 4 lb wheel / 4# wheel","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC014 Champlain Valley Creamery / Organic Queso Fresco, Pepper, 4 lb wheel / 4# wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","4# wheel","F","CVC014","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-4-wheel_2","1","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Pepper, 4 lb wheel / 4# wheel","","4","","","","","","253","2","","F","","","","","","","","","","29.2","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Pepper, 4 lb wheel","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","29.2","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / 4# wheel","","Average","F","","","","F",""
"","F","","","2","Case, 6 x 8oz wheel","","","","","","F","","","","2","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Pepper, case of 6 x 8 oz / Case, 6 x 8oz wheel","","F","242","CVC016","31209","","","","F","AVGCOST","3","","","","","Champlain Valley Creamery / Organic Queso Fresco, Pepper, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC016 Champlain Valley Creamery / Organic Queso Fresco, Pepper, case of 6 x 8 oz / Case, 6 x 8oz wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","8oz wedge","F","CVC016","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-Case-6-x-8oz-wedge_2","2","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Pepper, case of 6 x 8 oz / Case, 6 x 8oz wheel","","3","","","","","","255","1","","F","","","","","","","","","","21.9","F","","F","","REORDER_POINT","Champlain Valley Creamery","6","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Pepper, case of 6 x 8 oz","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","21.9","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / Case, 6 x 8oz wedge","","Average","F","","","","F",""
"","F","","","1","8oz wheel","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 8 oz wheel, cryo retail / 8oz wheel","","F","242","CVC018","30434","","","","F","AVGCOST","0.5","","","","","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 8 oz wheel, cryo retail / 8oz wheel","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","","CVC018 Champlain Valley Creamery / Organic Queso Fresco, Smoked, 8 oz wheel, cryo retail / 8oz wheel","","","","F","","","","","","","","","","F","","F","","A soft Mexican-style cheese, meaning simply "fresh cheese" in Spanish. Organic Queso Fresco shreds and melts nicely making it a perfect topping for tacos, pizza, burritos, salads and anywhere you use mozzarella and other fresh cheeses.","F","","","","F","","T","T","","InvtPart","8oz wheel","F","CVC018","","","78","F","T","","","","","","F","","","","","F","","","7","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Organic-Queso-Fresco-Original-8oz-wheel_2","1","213","6","","1","Champlain Valley Creamery / Organic Queso Fresco, Smoked, 8 oz wheel, cryo retail / 8oz wheel","","0.5","","","","","","257","1","","F","","","","","","","","","","3.65","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Organic Queso Fresco, Smoked, 8 oz wedge, cryo retail","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","3.65","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Organic Queso Fresco, Original / 8oz wheel","","Average","F","","","","F",""
"","F","","","1","~8oz pyramid","","","","","","F","","","","1","11","","F","T","F","T","Champlain Valley Creamery / Pyramid Scheme / 8oz pyramid","","F","246","CVC020","30440","","","","F","AVGCOST","0.5","","","","","Champlain Valley Creamery / Pyramid Scheme / 8oz pyramid","","","T","F","","202","","","1/27/2023","F","","","","F","T","F","","","3","F","F","T","F","","","","","F","9999","CVC020 Champlain Valley Creamery / Pyramid Scheme / 8oz pyramid","","","","F","","","","","","","","","","F","","F","","A pyramid shaped triple cream with a layer of vegetable ash between the paste and rind. Both the shape and ash layer change the ripening of this cheese so you get even more of the creamy, grassy flavors of the milk. And the layering of white mold, black ash and yellow paste is just aesthetically cool!","F","","","","F","","T","T","","InvtPart","~8oz pyramid","F","CVC020","17.5","","78","F","T","","","","","","F","","","","","F","","","10","","F","","per EA","F","","F","F","","F","F","DEFAULT","","","","Champlain-Valley-Creamery-Pyramid-Scheme-8oz-pyramid","1","213","6","","1","Champlain Valley Creamery / Pyramid Scheme / 8oz pyramid","","0.5","","","","","","259","1","","F","","","","","","","","","","6.25","F","","F","","REORDER_POINT","Champlain Valley Creamery","1","3","","","","","","F","F","","F","420","Pound","1","Pyramid Scheme","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","1","6.25","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Pyramid Scheme / 8oz pyramid","","Average","F","","","","F",""
"","F","","","2","Case, 10 x ~2# retail cryo","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Breast, Bone-In / Case, 10 x ~2# retail cryo","","F","129","CWP001","38809","","","","F","AVGCOST","20","","","","","Common Wealth Poultry / Chicken, Breast, Bone-In / Case, 10 x ~2# retail cryo","","","T","F","","201","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP001 Common Wealth Poultry / Chicken, Breast, Bone-In / Case, 10 x ~2# retail cryo","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~2# retail pack, cryo","F","CWP001","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Breast-Bone-In-Case-10-x-2-retail-cryo","2","213","1","","1","Common Wealth Poultry / Chicken, Breast, Bone-In / Case, 10 x ~2# retail cryo","","20","","","","","","261","1","","F","","","","","","","8","","","91","F","","F","","REORDER_POINT","Common Wealth Poultry","10","4","","","","","","F","F","","F","420","Pound","1","Chicken, Breast, Bone-In","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","91","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Breast, Bone-In / Case, 10 x ~2# retail cryo","","Average","F","","","","F",""
"","F","","","2","Case, 10 x ~1# retail cryo","","","","","","F","","","","2","38","","F","T","F","T","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Case, 10 x ~1# retail cryo","","F","129","CWP003","38794","","","","F","AVGCOST","10","","","","","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Case, 10 x ~1# retail cryo","","","T","F","","203","","","1/27/2023","F","","","","F","T","F","","","9","F","F","T","F","","","","","F","9999","CWP003 Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Case, 10 x ~1# retail cryo","","","","F","","","","","","","","","","F","","F","","Our chicken is all natural, antibiotic-free, air chilled, halal inspected, and humanely raised. But our goal is to deliver much more than that. We aim to elevate the industry entirely.   Our animals are fed a diet that is 100% vegetarian and are not given growth promoting antibiotics. They are raised and processed in a humane manner, and are never adulterated in any way.  We want to make people's lives better, period. From the farmers raising our flocks, the chickens themselves, to the truck drivers delivering them, every single employee here at Common Wealth Poultry, to you - we want to tremendously impact lives in a huge way. It's why we do business in the pure, honest, and fresh way.  When you shop with us, your dollar is supporting a small family owned business in Maine. Your dollar supports the hard working artisan butchers we employ and their families, and every farmer who wakes up with the sun to genuinely care for the flocks. Your purchase here contributes to a greater purpose. When you shop with us, you too positively impact the lives of many people. Together, we can contribute to the commonwealth of all kinds.","F","","","","F","","T","T","","InvtPart","~1# pack, cryo","F","CWP003","9999","","84","F","T","","","","","","F","","","","","F","","","","","F","","per Cs","F","","F","F","","F","F","DEFAULT","","","","Common-Wealth-Poultry-Chicken-Breast-Boneless-Skinless-Case-10-x-1-retail-cryo","2","213","1","","1","Common Wealth Poultry / Chicken, Breast, Boneless/Skinless / Case, 10 x ~1# retail cryo","","10","","","","","","263","1","","F","","","","","","","8","","","56","F","","F","","REORDER_POINT","Common Wealth Poultry","10","4","","","","","","F","F","","F","420","Pound","1","Chicken, Breast, Boneless/Skinless","","","","F","","","","F","319","CUMULATIVE_ATP_WITH_LOOK_AHEAD","","","","","1032","","2","56","AVG","3/10/2023","F","F","F","1","F","","F","","","","","F","","Chicken, Breast, Boneless/Skinless / Case, 10 x ~1# retail cryo","","Average","F","","","","F",""
